CustomerID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
12347,5.87627421307,4.83176233452,-0.499925101609,3.09010681034,-0.632973373869,-11.5071024173,2.09540960068,7.13921889344,5.16339066843,4.43560287542,4.52729311627,2.23771405598,12.3448705667,1.98746296499,-11.5109072561,5.41796232437,-1.92504556568,7.82319239203,-11.9342132366,-15.8708730194,-5.70966166808,8.04780635514,41.2837140583,-37.3944188459,-15.6292488438,7.79200917932,19.9951459993,6.6626159037,-22.7621394046,-33.6889746059
12348,-4.21983212579,1.22644887885,-1.88207931983,-0.174349335036,0.818220503422,1.16147053736,-0.87593393149,-0.84857556464,0.455718874716,0.851600406718,-0.429347806297,0.960615765251,-1.10943600478,0.774553985262,-0.109690712108,-0.327131857312,-0.432785540457,1.20118143012,0.389187224929,-0.459293207196,0.175830725729,0.0376652120644,0.498985396497,0.301979735028,1.33315565932,-0.678252985107,-0.0699188205082,1.02513931799,-0.106025022829,-0.00709766372645
12349,-1.2608259875,2.38820549585,-0.0726714175482,-1.11859398759,-0.0374369104765,-3.71423867769,-0.338502478671,-0.145777407802,-0.798897982206,-0.404676869431,1.57564900157,0.237751835492,0.204517294281,-0.0139909616546,3.19188966361,-0.52356007357,-1.82212441286,0.379268973922,0.322862584152,0.0108800568249,-0.548188141688,0.428412140638,-0.685354608166,1.54956330973,-1.58189292935,0.230517579737,-0.890376604988,0.940356245398,0.83653943983,-1.13710135532
12350,-4.92932491002,-0.714887794638,-1.58116402983,-0.469973376968,-0.115040329782,0.648769661239,0.104594653902,-1.33788998222,1.54097688124,-1.17855875501,-0.242072771903,1.04086179262,-0.468337580871,0.844450403877,-1.31835653523,0.239532290157,0.285373829035,1.97268182345,-0.223782849216,0.577211288985,-0.110928909552,0.894923685112,1.35892756309,0.203494213674,-0.193021080078,-0.195533785373,-0.561221991769,1.25233161978,0.0516326719932,-0.183793379029
12352,-2.05313595186,2.11079456915,0.185075609463,0.129357559363,0.0883407654489,-1.94492381981,2.40248985853,0.890903136865,-0.654954805652,0.0813647384722,0.889093629243,1.10707616388,-0.754484563066,-2.08092296049,-0.582685942194,0.0608226889,0.0995151967838,0.549350167924,-0.085000897706,0.0333666251592,-0.683598606654,-0.95059589262,-2.24848935514,0.661647296261,-2.08292959643,-0.690486738591,-1.09758598227,-1.87067695935,-0.99854032299,0.55584592606
12353,-6.37380765503,-0.174332425971,-0.621339244646,-0.352382402661,0.217396284573,0.783675479329,-0.248842959115,-0.152488832914,0.695879272043,-0.187917901751,0.0409680316779,0.263427950104,-0.282069673314,0.200967070465,0.231237188487,0.562257397604,-0.00557900221536,0.427727881367,-0.335740564368,0.279652228417,0.105172728114,0.0493953627628,-0.346249033031,0.176498900317,0.460220383241,-0.214355999067,-0.354859576808,-0.392520841614,0.115312417081,0.197575893993
12354,-2.21477586919,-1.16104466924,-0.338360426689,-0.920105999264,0.0530329944274,0.837488884986,-1.11511664007,-1.00207222382,-0.567037170668,0.715381511394,-0.498577332737,-1.89572425292,0.866177166336,-1.48675315357,0.445986965121,-2.0442925165,-0.21121102889,0.451257854512,0.681316578017,0.889646612869,-0.308165646356,-0.863627231403,0.0185495930425,0.111165008291,1.14580926226,0.898233366701,-1.38468884364,0.438953588901,-0.461258657221,-0.461157265262
12355,-5.80169870825,-0.0313747901258,-0.499898444813,0.597653722404,-0.159974606261,0.871820507025,-0.833830238236,0.620060928594,1.03096689357,-0.42666956027,0.102629064735,0.148689401634,0.163026786491,0.0164629973679,-0.25246374588,0.459341294892,-0.0526036870481,0.645878327142,-0.621160089269,0.37343678162,-0.146696089355,0.332305491358,0.192717147346,-0.243135997562,0.255818567644,-0.650751148307,-0.772128641775,0.0967222753682,-0.296188242158,0.509223040529
12356,-3.17198431497,1.13602420325,1.14289437821,-0.335532967645,-1.51603507275,1.70304100247,-1.19601157667,0.865521388036,0.1581277278,0.394038034558,0.779397693806,1.07427611896,-1.1360995947,-0.847336997779,2.24255190571,-0.525781926091,-0.444903038952,1.00649874054,1.74675424381,-0.311786987168,-0.112221097464,2.41547433944,2.26208411184,1.66399476942,-3.2173325637,-1.69758110259,1.91002459115,-3.41306425488,-0.0870638776725,1.19069507179
12357,3.27049423464,4.64914540255,-1.09288205368,-3.21020981269,-5.18781075925,-3.22596729977,1.74986642286,1.39059281871,0.422860213606,-8.81738582897,0.0877527753035,-2.24040474306,2.5612550741,2.22464720804,8.19164871189,0.0812129091551,2.36812594318,7.47813947811,1.55653172398,1.00934144755,-3.58626837889,5.32312212499,2.31713134977,7.0770259305,-2.08514948082,1.83364587076,-5.83193882327,-4.47380707227,-1.50816312446,3.6675202977
